title,addr1,mapx,mapy,eventstartdate,eventenddate,nature,urban,healing,activity,traditional,new,spectating,experience,popular,hidden,quiet,lively
양평 단월 고로쇠축제,경기도 양평군 단월면 보룡길 127,127.6702976,37.54527764,20250315,20250316,0.202388312,0.093614907,0.087498599,0.091027236,0.129725123,0.119675722,0.143469681,0.05063485,0.077023364,0.126870234,0.143664765,1
양평 용문산 산나물축제,경기도 양평군 용문산로 656 용문산 매표소,127.5823639,37.54638423,20250425,20250427,1,0.121996815,0.064636849,0.054280785,0.093433104,0.073611951,0.122819817,0.069170422,0.07903163,0.091518334,0.071832386,1
양평모두봄날,경기도 양평군 단월면 곱다니길 55-2,127.6573664,37.51449486,20250315,20250528,0.26190257,0.08597067,0.07470942,0.13437987,0.146855562,0.132731309,0.09480085,0.125657795,0.07685684,0.096075236,0.073916807,0.364764594
양평빙송어축제,경기도 양평군 곱다니길 55-2,127.6574136,37.51455041,20241123,20250303,0.279610402,0.116838225,0.124378492,0.056351397,0.135074706,0.089986161,0.063491313,0.093696829,0.079852096,0.067313094,0.109135644,1
양평빙어축제,경기도 양평군 단월면 백동길 269-19,127.6843181,37.56103996,20250117,20250223,0.228877569,0.11265962,0.147617986,0.067840096,0.140058753,0.066250058,0.122283461,0.129626452,0.055658046,0.103494539,0.10725898,1
양평산수유한우축제,경기도 양평군 개군면 하자포길33번길 8,127.5368299,37.42604733,20250329,20250330,1,0.07763159,0.058551005,0.136127877,0.096146004,0.094277841,0.066020705,0.13381807,0.056707974,0.111461356,0.123287151,1
얼음나라화천 산천어축제,강원특별자치도 화천군 화천읍 산천어길 137,127.7099023,38.11268184,20250111,20250202,1,0.086614498,0.064788411,0.067085474,0.054763641,0.109488354,0.104567535,0.139696242,0.08261531,0.145722248,0.145791462,1
에덴벚꽃길 벚꽃축제,경기도 가평군 청평면 에덴벚꽃길 139,127.4770526,37.78559895,20250405,20250413,0.290403792,0.088364588,0.139889228,0.100388223,0.10365901,0.093838046,0.139551843,0.132787704,0.074535146,0.094186284,0.088613417,1
여성마라톤대회,서울특별시 마포구 월드컵로 251 (성산동),126.8964785,37.5659584,20250503,20250503,0.297177399,0.10586152,0.10481679,0.138045657,0.07229195,0.147588243,0.13824311,0.071403847,0.11272684,0.052023763,0.145927039,0.308670411
여수 영취산 진달래축제,전라남도 여수시 중흥동,127.6957946,34.82309129,20250322,20250323,1,0.143361948,0.088358106,0.139002303,0.080240563,0.147996773,0.121595407,0.084223613,0.132136714,0.118656777,0.10358294,1
여수거북선축제,전라남도 여수시 선어시장길 6 (중앙동),127.7363904,34.73961524,20250503,20250505,0.293419187,0.105857087,0.09165503,0.063928581,0.142483285,0.096178194,0.084402231,0.146675463,0.129723477,0.110399312,0.091140343,1
여수향일암일출제,전라남도 여수시 돌산읍 향일암로 60,127.8030077,34.59382992,20241231,20250101,0.247453922,0.097581736,0.115106174,0.146405636,0.081266212,0.071867489,0.141454609,0.062497256,0.120693506,0.104934242,0.142312379,0.374636035
여주도자기축제,경기도 여주시 천송동,127.655695,37.29921141,20250501,20250511,0.290437558,0.05596876,0.052769957,0.139683348,0.081657937,0.083746081,0.099392785,0.065271009,0.108739787,0.101700044,0.138297859,1
여주오곡나루축제,경기도 여주시 천송동,127.6557727,37.29917253,20251017,20251019,0.271384761,0.114743752,0.059555176,0.071383066,0.117673803,0.090805365,0.076600116,0.057441886,0.134687374,0.1190348,0.12283362,1
여주흥천남한강 벚꽃축제,경기도 여주시 흥천면 귀백리,127.5587995,37.34844838,20250411,20250413,0.241655999,0.105150206,0.131057782,0.088428971,0.146761904,0.075204259,0.11636193,0.14766132,0.135343573,0.105148948,0.073249911,1
연등회,서울특별시 종로구 우정국로 55 (견지동),126.982751,37.57397846,20250426,20250427,0.207175676,0.100019751,0.061215622,0.060937293,0.147130157,0.124574641,0.14027076,0.126429151,0.057195702,0.085382644,0.056195578,0.333706669
연제오방맛길 빛 축제,"부산광역시 연제구 고분로13번길 25 (연산동, 연산동 쌍용아파트)",129.0845137,35.18715592,20241025,20250210,0.262989009,0.141067826,0.064863289,0.059930484,0.143602108,0.115337641,0.9454325,0.116675176,0.121611139,0.093266648,0.109520238,1
연천구석기축제,경기도 연천군 전곡읍 양연로 1510,127.0611507,38.01228159,20250502,20250505,0.250589822,0.137730655,0.066283083,0.135348997,0.134336986,0.130632539,0.132218934,0.125397529,0.128147411,0.118334767,0.091422618,1
영덕대게축제,경상북도 영덕군 강구면 오포리,129.3939366,36.3616404,20250314,20250317,0.252509267,0.057260453,0.095510332,0.093671726,0.117522385,0.148528042,0.122072964,0.07806769,0.099111789,0.106554741,0.133221251,1
영동곶감축제,충청북도 영동군 영동읍 계산리,127.774452,36.17502872,20250103,20250105,0.207118079,0.050296731,0.072550586,0.134979921,0.134064576,0.118445231,0.108696325,0.143155273,0.144127978,0.120875182,0.129072462,1
영동난계국악축제,충청북도 영동군 심천면 국악로1길 33,127.7014658,36.21178433,20250912,20251011,0.21789722,0.134264672,0.072917313,0.130789212,0.104203893,0.056850237,0.149717437,0.076884814,0.103981213,0.127485711,0.130257253,1
영등포 여의도 봄꽃축제,서울특별시 영등포구 여의도동,126.9312014,37.52796621,20250408,20250412,0.236482165,0.145608498,0.122667649,0.066881293,0.090550384,0.085535615,0.058034102,0.126254366,0.094512716,0.123580387,0.081603738,1
영암 고구마 달빛축제,전라남도 영암군 영암읍 서남리,126.6995605,34.7991743,20250215,20250215,0.200453088,0.132757454,0.129301731,0.128530929,0.133555913,0.05654164,0.083117752,0.086004634,0.12397977,0.053463518,0.104597104,1
영암왕인문화축제,전라남도 영암군 군서면 왕인로 440,126.628215,34.75764446,20250503,20250506,0.234782777,0.059118523,0.109730571,0.084981752,0.069889064,0.112648098,0.148202696,0.125151738,0.057950681,0.117401143,0.07953448,1
영양꽁꽁겨울축제,경상북도 영양군 영양읍 현리,129.1188135,36.65162434,20250103,20250119,0.263179652,0.061212754,0.079650707,0.09414242,0.149999427,0.075896879,0.141740835,0.066603583,0.13498801,0.078192966,0.064439509,1
영월 겨울빛&불꽃축제,강원특별자치도 영월군 김삿갓면 강변로 1462-17,128.5385931,37.11641283,20241207,20250201,0.222088189,0.141217901,0.069833791,0.056227995,0.14777702,0.100633568,0.126299191,0.113526253,0.13365959,0.103555106,0.107098782,1
영월 봄맞이 축제,강원특별자치도 영월군 김삿갓면 강변로 1462-17,128.5385931,37.11641283,20250301,20250530,0.281453251,0.057935399,0.065803654,0.07918441,0.118423462,0.089374462,0.133559026,0.118622685,0.093359008,0.112711332,0.139311618,1
영주 한국선비문화축제,경상북도 영주시 한정로 126 (문정동),128.6170343,36.79855356,20250503,20250505,0.257590227,0.128380212,0.141901094,0.105209209,0.144782449,0.094365264,0.126550225,0.08821461,0.124121913,0.124352097,0.070561776,1
예술힐링놀이터,서울특별시 양천구 남부순환로64길 2 (신월동),126.8321604,37.52827274,20250531,20250531,0.270962277,0.090196374,0.951699838,0.132094787,0.142561917,0.071046694,0.126776962,0.128051502,0.089438196,0.104519806,0.897485959,0.36103281
옥천묘목축제,충청북도 옥천군 이원면 이원로 828,127.6276548,36.24619297,20250328,20250330,0.284029826,0.080846708,0.050305448,0.086306946,0.094104136,0.088302912,0.149243844,0.102804627,0.142477044,0.107195182,0.114504775,1
온천천 빛 축제,부산광역시 동래구 중앙대로 1324 (온천동),129.0785082,35.20565373,20241220,20250202,0.230871609,0.123734665,0.057709963,0.109773474,0.148475051,0.136141598,0.08929188,0.120560432,0.146113795,0.122549826,0.139618029,1
와룡산 와~봄 축제,대구광역시 서구 상리동,128.5305489,35.87141585,20250405,20250405,1,0.095457612,0.124166734,0.0931932,0.056804543,0.077055537,0.124538404,0.086060424,0.129055828,0.069282197,0.094779549,1
와인뮤직페스티발,서울특별시 종로구 수표로18가길 23 (관수동),126.9909781,37.56896252,20250613,20250615,0.240987234,0.079602434,0.148188426,0.113155227,0.118429751,0.113674359,0.091031399,0.138260634,0.145789253,0.145459801,0.129644133,0.376734559
완도 해맞이행사,전라남도 완도군 신지면 명사십리길 85-207,126.8154145,34.32797072,20250101,20250101,0.252135682,0.062753595,0.10722576,0.130967187,0.120240939,0.073475672,0.120257513,0.135484347,0.0553703,0.057955515,0.058991395,0.342755778
완주 대둔산 축제,전북특별자치도 완주군 운주면 산북리,127.3316652,36.11610256,20250607,20250608,1,0.050729043,0.069886711,0.050479451,0.05345675,0.086565766,0.142882429,0.105915282,0.063592764,0.104973896,0.128876583,1
완주 모악산 웰니스 축제,전북특별자치도 완주군 구이면 모악산길 111-6,127.1069399,35.72774842,20250405,20250406,1,0.102436829,0.075160115,0.072408736,0.126624821,0.124338889,0.107792081,0.112369984,0.068897177,0.10971132,0.056556709,1
완주 와일드&로컬푸드축제,전북특별자치도 완주군 고산면 고산휴양림로 89,127.2312252,35.9742142,20250926,20250928,0.283775218,0.068498645,0.068998569,0.11346741,0.064536862,0.134429144,0.948396135,0.113236558,0.148581796,0.112655832,0.142297062,1
완주삼례딸기대축제,전북특별자치도 완주군 삼례읍 동학로 42,127.0744213,35.91151861,20250307,20250309,0.229219057,0.122666909,0.100229267,0.112823198,0.138590252,0.070827991,0.117115958,0.095005793,0.064590313,0.143352794,0.105670026,1
용인 자작나무숲 봄꽃축제,경기도 용인시 처인구 백암면 석천리 723-2,127.3526305,37.11131371,20250402,20250609,1,0.059894986,0.124432928,0.146965802,0.141908195,0.112743197,0.134431538,0.099800427,0.132159831,0.130103957,0.118682283,1
운현궁 운수대통 설맞이,서울특별시 종로구 삼일대로 464 (운니동),126.9868256,37.57582276,20250128,20250130,0.228547686,0.116118856,0.096135052,0.13724063,0.119587834,0.126923334,0.050354876,0.057469184,0.078489321,0.098538398,0.069201748,0.324498687
울산대공원 장미축제,울산광역시 남구 남부순환도로 377,129.283823,35.52797694,20250521,20250525,1,0.110234987,0.14219062,0.148560817,0.056113839,0.130470126,0.100174534,0.138615873,0.094108512,0.139673816,0.118736093,1
울산쇠부리축제,울산광역시 북구 달천철장길 58 (달천동),129.3290188,35.6342825,20250509,20250511,1,0.110677676,0.107196676,0.063078461,0.122620978,0.052312322,0.085445391,0.09626183,0.055464355,0.111537524,0.099793369,1
울산옹기축제,울산광역시 울주군 온양읍 외고산3길 36,129.2795426,35.43510118,20250503,20250505,1,0.122856196,0.149905874,0.061162994,0.113534933,0.070890458,0.139309567,0.126216595,0.107928118,0.122161788,0.080765512,1
울산중구 눈꽃축제,울산광역시 중구 젊음의거리 27-4 (성남동),129.3179304,35.55388023,20241224,20250101,1,0.078836308,0.145333293,0.099955686,0.050045338,0.143338133,0.059151586,0.086433666,0.0652745,0.077988703,0.073016565,1
울주 간절곶 해맞이 축제,울산광역시 울주군 서생면 간절곶해안길 189,129.3598711,35.36104433,20241231,20250101,0.291674407,0.104698308,0.071398718,0.110384664,0.140728614,0.070492079,0.111413879,0.082732469,0.142782621,0.14026827,0.130738386,1
울진대게와 붉은대게 축제,경상북도 울진군 후포면 울진대게로 236-14,129.4615684,36.6787862,20250228,20250303,0.278574623,0.056093059,0.148257117,0.100649439,0.058448259,0.131830382,0.108976633,0.105630487,0.131686304,0.116552494,0.115538925,1
원동매화축제,경상남도 양산시 원동면 원리,128.9178372,35.36634107,20250301,20250303,0.268723432,0.126958594,0.140046701,0.09722888,0.136780307,0.054987674,0.054183819,0.08008419,0.06026961,0.12103688,0.095452327,1
원동면 미나리 축제,경상남도 양산시 원동면 용당리,128.913743,35.372257,20250222,20250321,0.259778171,0.097673346,0.086129442,0.064649524,0.14432022,0.068837952,0.147710422,0.099182079,0.138521768,0.084166801,0.063874068,1
웨이뷰 유채꽃 축제,제주특별자치도 제주시 한림읍 옹포7길 25-3,126.2526904,33.40731963,20250314,20250430,0.273790897,0.146924636,0.069486239,0.061533367,0.079380659,0.143975005,0.122602725,0.142688263,0.083715622,0.123424064,0.13130981,1
웰컴투신관동,충청남도 공주시 공주대학로 92 (신관동),127.1378674,36.47319442,20251009,20251011,0.247285644,0.137171807,0.083564574,0.139051634,0.070480347,0.050841395,0.10373945,0.052861154,0.082948206,0.070959836,0.106871586,0.336789581
"웰컴투조선: 너나, 나나 양반",경기도 용인시 기흥구 민속촌로 90 (보라동),127.1145952,37.25676484,20250329,20250608,0.223108689,0.050391603,0.068376147,0.106833449,0.076266892,0.05327808,0.112379282,0.120814965,0.068497763,0.090899673,0.137519474,0.39217565
위클리 클래식 페스티벌,경기도 오산시 내삼미로 93 (수청동),127.065802,37.17058782,20250301,20250731,0.279389753,0.134827403,0.149422276,0.133178109,0.056755248,0.066413328,0.070292616,0.12352117,0.113100044,0.090732172,0.100429235,1
유구 색동수국정원 꽃축제,충청남도 공주시 유구읍 창말길 44,126.956276,36.55445135,20250627,20250629,0.277584137,0.069467193,0.088054168,0.134447405,0.051065749,0.051096404,0.066737194,0.132378429,0.115634465,0.053916671,0.149227988,1
유달산 봄축제,전라남도 목포시 대의동2가,126.3825637,34.78754816,20250405,20250406,1,0.073641918,0.070979541,0.144118667,0.104702424,0.05099151,0.135447332,0.111462077,0.060224668,0.053414871,0.08105626,1
유성온천문화축제,대전광역시 유성구 계룡로123번길 52 (봉명동),127.3453048,36.35528103,20250502,20250504,0.263455627,0.12758133,0.052055856,0.079994944,0.083190426,0.143494226,0.125860688,0.112490738,0.138513599,0.116184487,0.148733042,1
윤봉길 평화축제,충청남도 예산군 덕산면 덕산온천로 183-5,126.6513943,36.68658639,20250426,20250427,0.223059162,0.114146683,0.06966587,0.131058005,0.101812613,0.145137729,0.092879218,0.058217702,0.074664705,0.132941065,0.850074744,1
율봄식물원 딸기 시즌,경기도 광주시 퇴촌면 도마리,127.2704611,37.46999294,20241225,20250413,0.29231687,0.133616599,0.066537519,0.076655255,0.071586528,0.080580217,0.099865855,0.097576379,0.146784834,0.135114105,0.090862833,0.397883656
음성품바축제,충청북도 음성군 음성읍 설성공원길 28,127.6910022,36.93276543,20250521,20250525,0.243866333,0.143928002,0.073478448,0.086216385,0.069693575,0.107081326,0.132249878,0.12587744,0.106362387,0.115031486,0.071721058,1
의령 홍의장군 축제,경상남도 의령군 의령읍 의병로8길 44,128.2558965,35.31551529,20250417,20250420,0.246988284,0.05265917,0.110110586,0.103848541,0.141062153,0.05913816,0.0836018,0.063120244,0.052105599,0.095744552,0.107116833,1
의성 산수유마을 꽃맞이행사,경상북도 의성군 사곡면 산수유2길 2,128.7703688,36.28699259,20250322,20250330,1,0.13669652,0.118451434,0.140927284,0.127742154,0.130944236,0.091767583,0.12487532,0.116938154,0.130761898,0.129820825,0.392442221
의왕왕송호수 겨울축제,경기도 의왕시 왕송못동로 307 (월암동),126.9537834,37.30567019,20241227,20250119,0.213348501,0.081040147,0.063207913,0.111369288,0.075338709,0.066716668,0.084392447,0.132406683,0.085072487,0.077921567,0.100750646,1
의정부 호원 벚꽃 페스타,경기도 의정부시 호원동,127.0514048,37.70619765,20250405,20250406,0.256937017,0.142576789,0.131531983,0.060594763,0.060152884,0.079795793,0.122218937,0.051240376,0.123157507,0.069326683,0.066262387,0.391591698
이머시브아트 기획전시 [The Ethereal World],서울특별시 마포구 동교로22길 14 (서교동),126.9188323,37.5551295,20241115,20250202,0.234595895,0.065822267,0.106139544,0.104223955,0.09012934,0.064524698,0.097486387,0.130913329,0.055836861,0.1123415,0.108841749,0.369581877
이순신의 명량해전 체험전,경기도 수원시 영통구 광교중앙로 140 (하동),127.0594632,37.28587992,20250111,20250302,0.298677165,0.069996936,0.13576498,0.879306806,0.11374485,0.071124206,0.11712249,0.873188283,0.079065206,0.145690247,0.068063296,0.366647165
이월드 블라썸 피크닉,대구광역시 달서구 두류공원로 200 (두류동),128.5601218,35.85505158,20250315,20250406,0.269449591,0.113509405,0.113259008,0.09993207,0.103285962,0.051960146,0.115436376,0.137685461,0.893104602,0.077813723,0.060546013,0.385830519
이월드 일루미네이션,대구광역시 달서구 두류공원로 200 (두류동),128.5601218,35.85505158,20241116,20250220,0.272765761,0.055694957,0.100364923,0.090852801,0.086701947,0.108456395,0.080915761,0.084529326,0.814856335,0.075490859,0.144093265,0.361996978
이월드 튤립 트래블,대구광역시 달서구 두류공원로 200 (두류동),128.5601218,35.85505158,20250405,20250427,0.2365431,0.067424471,0.063816166,0.118748572,0.128636869,0.148901636,0.073726954,0.10057652,0.899463621,0.132210017,0.089129159,0.386147917
이월드 해피 아워 30th 버스데이,대구광역시 달서구 두류공원로 200 (두류동),128.5601218,35.85505158,20250322,20250322,0.242007831,0.102313079,0.069702402,0.073119172,0.12125799,0.095885748,0.083916452,0.06515491,0.802262647,0.07473379,0.130160622,0.322353768
이천도자기축제,경기도 이천시 신둔면 도자예술로62번길 123,127.3806506,37.29132675,20250425,20250506,0.247362291,0.081915349,0.137181428,0.134930327,0.11302904,0.104317187,0.084252591,0.110769334,0.12723979,0.132990341,0.067144885,1
이천백사 산수유꽃축제,경기도 이천시 백사면 원적로775번길 12,127.4634001,37.34054756,20250328,20250330,1,0.115910412,0.051316394,0.107253991,0.087636607,0.054731423,0.131409672,0.13159777,0.077779278,0.0649801,0.114590745,1
이천체험문화축제,경기도 이천시 신둔면 도자예술로5번길 109,127.3857029,37.29314885,20250405,20250406,0.261970729,0.062040596,0.136489863,0.894431599,0.136375908,0.058506089,0.112663298,0.864108045,0.081928379,0.137817717,0.145005766,1
익산백제 국가유산 야행,전북특별자치도 익산시 왕궁면 궁성로 666,127.0537577,35.97134199,20250418,20250420,1,0.128675351,0.067436715,0.117791267,0.142309032,0.105805348,0.133436263,0.135229612,0.083908403,0.122671364,0.122507489,0.371471065
익산서동축제,전북특별자치도 익산시 금마면 고도9길 41-14,127.0609147,36.00064155,20250503,20250506,1,0.121198669,0.109269127,0.102334253,0.138633568,0.135944191,0.084095307,0.064635607,0.149945515,0.095688733,0.130876723,1
"인천, 사이언스 페스티벌",인천광역시 중구 제물량로218번길 3 (해안동1가),126.6204591,37.4726449,20250412,20250412,0.272437725,0.098786633,0.135719835,0.081803013,0.069971778,0.145164261,0.122344503,0.136119672,0.059337523,0.058131013,0.140142552,1
인천대공원 벚꽃축제,인천광역시 남동구 장수동,126.7615022,37.45701866,20250405,20250406,0.239771476,0.086781216,0.08955008,0.06028901,0.054678853,0.13867032,0.079871688,0.079571931,0.127324582,0.138061977,0.125444531,1
임실 옥정호 벚꽃축제,전북특별자치도 임실군 운암면 입석1길 59,127.1524217,35.63247669,20250405,20250406,0.220326955,0.147549255,0.083782779,0.099426644,0.060055578,0.126671095,0.130715691,0.057044829,0.076435603,0.066195527,0.108617656,1
임실N치즈축제,전북특별자치도 임실군 성수면 도인2길 50,127.3012057,35.63284867,20251008,20251012,0.203772116,0.088106832,0.144031348,0.123538426,0.148912669,0.073781149,0.099149966,0.111375219,0.107651408,0.090916564,0.111864255,1
자유공원 벚꽃축제,인천광역시 중구 제물량로232번길 46 (송학동1가),126.6222033,37.47550016,20250412,20250412,0.215613951,0.07355987,0.086220168,0.145736567,0.093502089,0.099602561,0.132297887,0.14091694,0.109640459,0.124923511,0.061332442,1
장성 황룡강 길동무 꽃길 축제,전라남도 장성군 장성읍 장재길 21,126.7784604,35.30824317,20250510,20250511,0.226958065,0.074615758,0.097376126,0.052417429,0.073155793,0.069959784,0.09643824,0.072573923,0.130989127,0.148391342,0.090655132,1
장수 한우랑 사과랑 축제,전북특별자치도 장수군 장수읍 한누리로 393,127.5181279,35.64115708,20250918,20250921,0.211501176,0.12158023,0.118802414,0.142026869,0.100021822,0.098636265,0.117277952,0.082292852,0.072538654,0.141559093,0.128292768,1
장승포 신년해맞이 행사,경상남도 거제시 장승포동,128.7327586,34.8638912,20250101,20250101,0.26007235,0.079692348,0.12033498,0.112871802,0.065191492,0.068334553,0.134048722,0.076279038,0.068028552,0.065352523,0.060879336,0.359153037
장항항 수산물 꼴갑축제,충청남도 서천군 장산로 232,126.6858591,36.00847031,20250516,20250525,1,0.129278973,0.085333411,0.147498471,0.071075686,0.101050313,0.13382506,0.059212684,0.093919412,0.10642617,0.130473041,1
전라관찰사의 탄생,전북특별자치도 전주시 완산구 전라감영로 55 (중앙동4가),127.1455842,35.81577797,20250215,20250316,0.201682466,0.061735503,0.076693694,0.111686532,0.09313741,0.059214921,0.121856128,0.109708504,0.136609821,0.091995886,0.117063298,0.398380589
전주세계소리축제,전북특별자치도 전주시 덕진구 소리로 31 소리문화전당,127.139031,35.85407072,20250813,20250817,0.2610131,0.127101945,0.059865842,0.059352204,0.118698495,0.076646065,0.092737665,0.053786843,0.871779799,0.128781352,0.06716002,1
정남진 장흥 물축제,전라남도 장흥군 장흥읍 칠거리예양로 83,126.9026816,34.6797911,20250726,20250803,0.280158386,0.11627245,0.1014472,0.075662813,0.084228113,0.120953938,0.056592498,0.118876719,0.07438516,0.08877583,0.1461605,1
정동야행,서울특별시 중구 세종대로 99 덕수궁,126.9765907,37.56510716,20250523,20250524,0.231111987,0.119030998,0.137234729,0.066386494,0.114688701,0.114693714,0.129542161,0.058911687,0.112775812,0.106049202,0.057045933,0.347299528
정서진 해넘이 행사,인천광역시 서구 정서진남로 95 (오류동),126.6023861,37.55822074,20241223,20250103,0.237498827,0.125003417,0.097232813,0.068851213,0.070195027,0.138826419,0.143552709,0.104942574,0.062301243,0.124937642,0.13279479,0.390367681
정선아리랑제,강원특별자치도 정선군 정선읍 봉양리,128.6659267,37.37724912,20250925,20250928,0.248799722,0.139381454,0.083225603,0.107453665,0.147941035,0.13126532,0.081711208,0.085530007,0.110014433,0.072119285,0.149197292,0.313662403
정순왕후 문화제,서울특별시 종로구 동망산길 150 (숭인동),127.0181476,37.57763145,20250419,20250419,0.271136941,0.073467712,0.083361969,0.136027562,0.11554291,0.093274246,0.133973078,0.076955853,0.125948292,0.077646144,0.115971776,0.363852302
정월대보름 달맞이축제,강원특별자치도 춘천시 수변공원길 18 (삼천동),127.7072596,37.87325413,20250212,20250212,0.254944444,0.111638465,0.129039033,0.126393015,0.10939687,0.067645935,0.116097961,0.057765198,0.066679962,0.086875818,0.141164326,1
정월대보름 민속축제,서울특별시 양천구 안양천로 788 (신정동),126.8774539,37.51627772,20250208,20250208,0.223303496,0.125395018,0.050560632,0.097454438,0.954997044,0.148016863,0.097172358,0.063233072,0.130236818,0.080345639,0.061138904,1
정월대보름 한마당,서울특별시 종로구 삼청로 37,126.9788594,37.58197746,20250212,20250212,0.207842694,0.064804316,0.132270878,0.130346249,0.076167682,0.08709387,0.073058757,0.092946018,0.080752741,0.14537258,0.115532583,0.326556121
정읍 벚꽃축제,전북특별자치도 정읍시 벚꽃로 401 (시기동),126.8557221,35.56131024,20250404,20250406,0.24056116,0.139828642,0.104105269,0.143493867,0.11268344,0.094244049,0.096183144,0.063901945,0.134990152,0.090792542,0.091394222,1
정조효문화제,경기도 화성시 장조1로 34,126.9950796,37.20669628,20250927,20250928,0.240066682,0.052620019,0.110795092,0.146825105,0.099421492,0.052804489,0.053419591,0.060169731,0.05935205,0.133964352,0.096912746,0.353449138
제10회 푸드테크 베지노믹스페어 (비건페스타ㅣ그린페스타ㅣESG푸드페스타),서울특별시 서초구 강남대로 27 (양재동),127.0407515,37.46739188,20250502,20250504,0.264685694,0.09528031,0.144575779,0.062319236,0.054946742,0.818103184,0.92701902,0.083890028,0.12084803,0.060434137,0.081427692,0.363574842
제11회 계촌클래식축제,강원특별자치도 평창군 방림면 계촌리,128.3034237,37.45215303,20250606,20250608,0.267133101,0.060195453,0.096961929,0.063386061,0.085432742,0.094932579,0.110826166,0.097340183,0.104430532,0.14112563,0.126670312,1
제13회 디아스포라영화제,인천광역시 중구 제물량로218번길 3 (해안동1가),126.6204591,37.4726449,20250516,20250520,0.263057784,0.117101257,0.053224819,0.107849579,0.088949517,0.067669019,0.144148117,0.066488795,0.068852846,0.089207764,0.128473062,0.372457744
제1회 국제초콜릿쇼,제주특별자치도 서귀포시 표선면 번영로 2350-104,126.752508,33.41352411,20250315,20250316,0.279354099,0.124110293,0.125075306,0.115365485,0.146038691,0.068694227,0.109226346,0.054632725,0.112996075,0.050332314,0.088629507,0.333049928
제23회 성우하이텍배 KNN 환경마라톤,부산광역시 해운대구 APEC로 55 (우동),129.1355209,35.16874503,20250323,20250323,0.279806819,0.122580792,0.084123065,0.117505314,0.119276498,0.099641083,0.109747901,0.070085901,0.07962253,0.105840816,0.114993552,0.346676488
제27회 울산아마골프대회,울산광역시 울주군 웅촌면 웅촌로 1,129.1901338,35.43590775,20250428,20250428,1,0.055261968,0.13852541,0.105234469,0.134193239,0.109396868,0.063990877,0.063827915,0.095715518,0.074902455,0.068758057,0.304778709
"제3회 강릉국제아트페스티벌 (GIAF25) <에시자, 오시자>",강원특별자치도 강릉시 용지로 176 (교동),128.8996661,37.76406176,20250314,20250420,0.203909776,0.050048419,0.082480342,0.116850115,0.106751255,0.081752495,0.055849126,0.107145323,0.083178111,0.111776127,0.135727411,1
제4회 K-FOOD 천안들깨페스티벌,충청남도 천안시 서북구 직산읍 직산로 136,127.1591958,36.88796101,20251025,20251025,0.29792463,0.076116232,0.109180539,0.125165461,0.10916699,0.133588877,0.054150312,0.114170365,0.083790529,0.056629424,0.062280812,1
제주국제드론필름페스티벌,제주특별자치도 제주시 조천읍 조함해안로 525,126.6690845,33.54273903,20250809,20250810,0.219292187,0.138540596,0.115265952,0.135231975,0.149072545,0.123843109,0.137528015,0.05311434,0.149985336,0.071650485,0.126930793,1
제주들불축제,제주특별자치도 제주시 애월읍 봉성리,126.3576795,33.36626194,20250314,20250316,0.234059121,0.069684221,0.06213042,0.065873644,0.065843994,0.064587519,0.132423746,0.143108602,0.123885388,0.053749472,0.130482831,1
제주마 입목 문화축제,제주특별자치도 제주시 516로 2480 (용강동),126.6036067,33.42766738,20250419,20250420,0.219924736,0.117403985,0.09425892,0.119611314,0.089595266,0.141192475,0.14150705,0.067945741,0.129047856,0.107106384,0.099418416,1
제주민속촌 정월대보름 민속대축제,제주특별자치도 서귀포시 표선면 민속해안로 631-34,126.841819,33.32182733,20250212,20250212,0.202777784,0.149755222,0.148551725,0.132302568,0.930162226,0.09710638,0.133477583,0.057776436,0.126676685,0.120940226,0.052672264,1
제주푸드앤와인페스티벌,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,0,0,20250508,20250517,0.289393141,0.109937852,0.0573496,0.122799419,0.074175119,0.149881723,0.982869241,0.10239881,0.104637238,0.140523239,0.117784748,1
제천빨간오뎅축제,충청북도 제천시 의림대로 1-1 (영천동),128.2047338,37.12853849,20250228,20250303,0.212693199,0.055883428,0.096052528,0.066692705,0.128992224,0.095527231,0.140241698,0.053120557,0.078930879,0.052761634,0.122602997,1
종로구 인왕산 해맞이 축제,서울특별시 종로구 청운동,126.966327,37.59106784,20250101,20250101,1,0.065646661,0.094757289,0.105902312,0.114293677,0.125778555,0.061690211,0.081424884,0.087228332,0.129975233,0.124452451,1
종묘 묘현례,서울특별시 종로구 종로 157 (훈정동),126.9951472,37.57103458,20250426,20250502,0.225193311,0.070895886,0.103509412,0.100838568,0.069802495,0.146569116,0.065402812,0.125525632,0.099946304,0.084145995,0.087647768,0.314328147
종묘대제,서울특별시 종로구 종로 157,126.9944471,37.57428974,20250504,20250504,0.265285033,0.051746292,0.108093985,0.099792272,0.066334422,0.087922838,0.081682617,0.118817225,0.113265714,0.078257916,0.138231157,0.370397974
종묘제례악 야간 공연,서울특별시 종로구 종로 157 (훈정동),126.9951472,37.57103458,20250424,20250502,0.263409875,0.107675108,0.112025444,0.090213084,0.097440225,0.079429066,0.101958404,0.071325916,0.089431875,0.110577731,0.117114017,0.368107112
지리산 함양고종시 곶감축제,경상남도 함양군 함양읍 교산리,127.721738,35.52540432,20250110,20250112,1,0.099303339,0.081673457,0.072226653,0.137643531,0.116561115,0.107463354,0.068070927,0.052434431,0.112477723,0.073225138,1
